iter	Passed	Remaining
3219	119387	10418
3220	119421	10381
3221	119458	10344
3222	119494	10306
3223	119529	10269
3224	119564	10232
3225	119595	10194
3226	119628	10157
3227	119661	10120
3228	119693	10082
3229	119726	10045
3230	119760	10007
3231	119795	9970
3232	119839	9934
3233	119876	9897
3234	119925	9860
3235	119967	9824
3236	120003	9787
3237	120040	9750
3238	120071	9712
3239	120107	9675
3240	120145	9638
3241	120179	9601
3242	120215	9563
3243	120250	9526
3244	120285	9489
3245	120319	9452
3246	120353	9414
3247	120386	9377
3248	120419	9340
3249	120458	9303
3250	120495	9266
3251	120535	9229
3252	120569	9191
3253	120601	9154
3254	120638	9117
3255	120675	9080
3256	120707	9042
3257	120739	9005
3258	120781	8968
3259	120815	8931
3260	120855	8894
3261	120892	8857
3262	120924	8820
3263	120961	8783
3264	120994	8745
3265	121030	8708
3266	121071	8671
3267	121105	8634
3268	121143	8597
3269	121177	8560
3270	121211	8522
3271	121248	8485
3272	121283	8448
3273	121321	8411
3274	121361	8374
3275	121398	8337
3276	121432	8300
3277	121465	8263
3278	121505	8226
3279	121540	8189
3280	121574	8151
3281	121611	8114
3282	121645	8077
3283	121682	8040
3284	121714	8003
3285	121751	7966
3286	121788	7929
3287	121823	7891
3288	121860	7854
3289	121897	7817
3290	121934	7780
3291	121968	7743
3292	122007	7706
3293	122046	7669
3294	122084	7632
3295	122117	7595
3296	122151	7558
3297	122187	7520
3298	122224	7483
3299	122261	7446
3300	122296	7409
3301	122332	7372
3302	122368	7335
3303	122400	7298
3304	122434	7260
3305	122469	7223
3306	122505	7186
3307	122539	7149
3308	122575	7112
3309	122614	7075
3310	122651	7038
3311	122689	7001
3312	122720	6963
3313	122760	6927
3314	122797	6890
3315	122833	6852
3316	122870	6815
3317	122907	6778
3318	122945	6741
3319	122979	6704
3320	123014	6667
3321	123046	6630
3322	123080	6592
3323	123121	6556
3324	123155	6518
3325	123190	6481
3326	123223	6444
3327	123259	6407
3328	123291	6370
3329	123323	6332
3330	123355	6295
3331	123391	6258
3332	123424	6221
3333	123462	6184
3334	123494	6146
3335	123528	6109
3336	123560	6072
3337	123594	6035
3338	123626	5998
3339	123658	5960
3340	123692	5923
3341	123726	5886
3342	123759	5849
3343	123795	5812
3344	123832	5775
3345	123867	5738
3346	123900	5700
3347	123935	5663
3348	123968	5626
3349	124004	5589
3350	124035	5552
3351	124075	5515
3352	124107	5478
3353	124143	5440
3354	124178	5403
3355	124215	5366
3356	124253	5329
3357	124287	5292
3358	124321	5255
3359	124362	5218
3360	124396	5181
3361	124428	5144
3362	124461	5107
3363	124496	5070
3364	124530	5033
3365	124566	4995
3366	124599	4958
3367	124631	4921
3368	124673	4884
3369	124706	4847
3370	124741	4810
3371	124780	4773
3372	124814	4736
3373	124852	4699
3374	124888	4662
3375	124921	4625
3376	124959	4588
3377	124993	4551
3378	125026	4514
3379	125064	4477
3380	125095	4439
3381	125134	4403
3382	125170	4365
3383	125202	4328
3384	125238	4291
3385	125277	4254
3386	125309	4217
3387	125343	4180
3388	125381	4143
3389	125417	4106
3390	125456	4069
3391	125495	4032
3392	125530	3995
3393	125566	3958
3394	125606	3921
3395	125647	3884
3396	125685	3847
3397	125721	3810
3398	125755	3773
3399	125791	3736
3400	125828	3699
3401	125863	3662
3402	125903	3625
3403	125940	3588
3404	125976	3551
3405	126013	3514
3406	126054	3477
3407	126090	3440
3408	126127	3403
3409	126166	3366
3410	126200	3329
3411	126233	3292
3412	126267	3255
3413	126307	3218
3414	126343	3181
3415	126380	3144
3416	126414	3107
3417	126448	3070
3418	126485	3033
3419	126527	2996
3420	126566	2959
3421	126605	2922
3422	126641	2885
3423	126676	2848
3424	126713	2811
3425	126751	2774
3426	126786	2737
3427	126823	2700
3428	126857	2663
3429	126887	2626
3430	126930	2589
3431	126964	2552
3432	127001	2515
3433	127042	2478
3434	127079	2441
3435	127115	2404
3436	127151	2367
3437	127183	2330
3438	127220	2293
3439	127257	2256
3440	127292	2219
3441	127321	2182
3442	127354	2145
3443	127390	2108
3444	127423	2071
3445	127456	2034
3446	127488	1997
3447	127523	1960
3448	127556	1923
3449	127596	1886
3450	127628	1849
3451	127661	1812
3452	127695	1775
3453	127732	1738
3454	127765	1701
3455	127801	1664
3456	127837	1627
3457	127876	1590
3458	127912	1553
3459	127959	1516
3460	128000	1479
3461	128046	1442
3462	128089	1405
3463	128129	1368
3464	128165	1331
3465	128202	1294
3466	128238	1257
3467	128273	1220
3468	128307	1183
3469	128341	1146
3470	128378	1109
3471	128416	1072
3472	128452	1035
3473	128484	998
3474	128516	961
3475	128553	924
3476	128587	887
3477	128622	850
3478	128656	813
3479	128687	776
3480	128723	739
3481	128757	702
3482	128791	665
3483	128826	628
3484	128863	591
3485	128894	554
3486	128929	517
3487	128966	480
3488	128997	443
3489	129032	406
3490	129070	369
3491	129103	332
3492	129139	295
3493	129175	258
3494	129209	221
3495	129244	184
3496	129280	147
3497	129315	110
3498	129346	73
3499	129378	36
3500	129412	0
